MM:DD:YYYY hh:mm:ss, Elapsed Time, Device, BatteryVoltage, PIRCount, PIRDuration, PIRCountChange, PIRDurationChange,
1/23/2025 7:10:53,20:33:43,3,3.74,3593,11183.57,2,6.32,
1/23/2025 7:11:53,20:34:43,3,3.75,3593,11183.57,0,0.00,
1/23/2025 7:12:53,20:35:43,3,3.74,3595,11189.82,2,6.25,
1/23/2025 7:13:53,20:36:43,3,3.74,3597,11196.07,2,6.25,
1/23/2025 7:14:53,20:37:43,3,3.74,3604,11217.24,7,21.17,
1/23/2025 7:15:53,20:38:43,3,3.75,3606,11223.50,2,6.26,
1/23/2025 7:16:53,20:39:43,3,3.74,3611,11239.12,5,15.61,
1/23/2025 7:17:53,20:40:43,3,3.74,3614,11248.50,3,9.38,
1/23/2025 7:18:53,20:41:43,3,3.75,3614,11248.50,0,0.00,
1/23/2025 7:19:53,20:42:43,3,3.75,3617,11257.87,3,9.37,
1/23/2025 7:20:53,20:43:43,3,3.74,3617,11257.87,0,0.00,
1/23/2025 7:21:53,20:44:43,3,3.74,3617,11257.87,0,0.00,
1/23/2025 7:22:53,20:45:43,3,3.75,3617,11257.87,0,0.00,
1/23/2025 7:23:53,20:46:43,3,3.74,3618,11261.11,1,3.24,
1/23/2025 7:24:53,20:47:43,3,3.75,3618,11261.11,0,0.00,
1/23/2025 7:25:53,20:48:43,3,3.74,3618,11261.11,0,0.00,
1/23/2025 7:26:53,20:49:43,3,3.74,3618,11261.11,0,0.00,
1/23/2025 7:27:53,20:50:43,3,3.73,3618,11261.11,0,0.00,
1/23/2025 7:28:53,20:51:43,3,3.74,3618,11261.11,0,0.00,
1/23/2025 7:29:53,20:52:43,3,3.73,3618,11261.11,0,0.00,
1/23/2025 7:30:53,20:53:43,3,3.74,3618,11261.11,0,0.00,
1/23/2025 7:31:53,20:54:43,3,3.74,3618,11261.11,0,0.00,
1/23/2025 7:32:53,20:55:43,3,3.74,3618,11261.11,0,0.00,
1/23/2025 7:33:52,20:56:43,3,3.73,3618,11261.11,0,0.00,
1/23/2025 7:34:53,20:57:43,3,3.74,3618,11261.11,0,0.00,
1/23/2025 7:35:53,20:58:43,3,3.75,3618,11261.11,0,0.00,
1/23/2025 7:36:53,20:59:43,3,3.75,3618,11261.11,0,0.00,
1/23/2025 7:37:53,21:0:43,3,3.74,3618,11261.11,0,0.00,
1/23/2025 7:38:53,21:1:43,3,3.74,3618,11261.11,0,0.00,
1/23/2025 7:39:53,21:2:43,3,3.75,3618,11261.11,0,0.00,
1/23/2025 7:40:53,21:3:43,3,3.74,3621,11270.48,3,9.37,
1/23/2025 7:41:52,21:4:43,3,3.74,3621,11270.48,0,0.00,
1/23/2025 7:42:53,21:5:43,3,3.74,3621,11270.48,0,0.00,
1/23/2025 7:43:53,21:6:43,3,3.74,3622,11273.60,1,3.12,
1/23/2025 7:44:53,21:7:43,3,3.74,3622,11273.60,0,0.00,
1/23/2025 7:45:53,21:8:43,3,3.74,3623,11276.72,1,3.12,
1/23/2025 7:46:53,21:9:43,3,3.74,3630,11298.58,7,21.86,
1/23/2025 7:47:52,21:10:43,3,3.74,3630,11298.58,0,0.00,
1/23/2025 7:48:53,21:11:43,3,3.74,3630,11298.58,0,0.00,
1/23/2025 7:49:53,21:12:43,3,3.74,3631,11301.71,1,3.12,
1/23/2025 7:50:53,21:13:43,3,3.74,3631,11301.71,0,0.00,
1/23/2025 7:51:52,21:14:43,3,3.74,3631,11301.71,0,0.00,
1/23/2025 7:52:52,21:15:43,3,3.74,3636,11317.32,5,15.61,
1/23/2025 7:53:53,21:16:43,3,3.74,3637,11320.44,1,3.12,
1/23/2025 7:54:52,21:17:43,3,3.74,3637,11320.44,0,0.00,
1/23/2025 7:55:53,21:18:43,3,3.74,3637,11320.44,0,0.00,
1/23/2025 7:56:53,21:19:43,3,3.73,3637,11320.44,0,0.00,
1/23/2025 7:57:53,21:20:43,3,3.75,3643,11339.18,6,18.74,
1/23/2025 7:58:52,21:21:43,3,3.73,3652,11367.40,9,28.22,
1/23/2025 7:59:54,21:22:44,3,3.74,3663,11401.79,11,34.39,
1/23/2025 8:00:54,21:23:44,3,3.74,3669,11420.52,6,18.74,
1/23/2025 8:01:54,21:24:44,3,3.74,3678,11448.63,9,28.11,
1/23/2025 8:02:54,21:25:44,3,3.74,3685,11470.50,7,21.87,
1/23/2025 8:03:54,21:26:44,3,3.75,3696,11504.84,11,34.35,
1/23/2025 8:04:53,21:27:44,3,3.74,3705,11532.36,9,27.52,
1/23/2025 8:05:54,21:28:44,3,3.74,3714,11560.48,9,28.12,
1/23/2025 8:06:54,21:29:44,3,3.74,3725,11594.94,11,34.46,
1/23/2025 8:07:53,21:30:44,3,3.75,3735,11626.15,10,31.21,
1/23/2025 8:08:54,21:31:45,3,3.75,3747,11663.84,12,37.69,
1/23/2025 8:09:55,21:32:45,3,3.74,3756,11692.00,9,28.17,
1/23/2025 8:10:54,21:33:45,3,3.74,3766,11723.22,10,31.21,
1/23/2025 8:11:54,21:34:45,3,3.75,3777,11757.54,11,34.33,
1/23/2025 8:12:55,21:35:46,3,3.74,3781,11770.03,4,12.48,
1/23/2025 8:13:56,21:36:46,3,3.74,3788,11792.01,7,21.98,
1/23/2025 8:14:56,21:37:46,3,3.74,3790,11798.25,2,6.24,
1/23/2025 8:15:56,21:38:46,3,3.74,3791,11801.37,1,3.12,
1/23/2025 8:16:55,21:39:46,3,3.73,3792,11804.49,1,3.12,
1/23/2025 8:17:56,21:40:46,3,3.74,3796,11816.98,4,12.48,
1/23/2025 8:18:55,21:41:46,3,3.74,3797,11820.10,1,3.12,
1/23/2025 8:19:55,21:42:46,3,3.73,3797,11820.10,0,0.00,
1/23/2025 8:20:56,21:43:46,3,3.74,3798,11823.22,1,3.12,
1/23/2025 8:21:55,21:44:46,3,3.74,3807,11851.44,9,28.22,
1/23/2025 8:22:56,21:45:47,3,3.74,3814,11873.35,7,21.91,
1/23/2025 8:23:57,21:46:47,3,3.73,3821,11895.29,7,21.94,
1/23/2025 8:24:57,21:47:47,3,3.74,3828,11917.26,7,21.97,
1/23/2025 8:25:56,21:48:47,3,3.74,3828,11917.26,0,0.00,
1/23/2025 8:26:56,21:49:47,3,3.74,3830,11923.62,2,6.36,
1/23/2025 8:27:56,21:50:47,3,3.74,3834,11936.11,4,12.49,
1/23/2025 8:28:56,21:51:47,3,3.74,3835,11939.31,1,3.20,
1/23/2025 8:29:56,21:52:47,3,3.75,3841,11958.03,6,18.72,
1/23/2025 8:30:56,21:53:47,3,3.74,3842,11961.15,1,3.12,
1/23/2025 8:31:56,21:54:47,3,3.74,3846,11973.64,4,12.48,
1/23/2025 8:32:56,21:55:47,3,3.74,3849,11983.06,3,9.43,
1/23/2025 8:33:56,21:56:47,3,3.73,3851,11989.30,2,6.24,
1/23/2025 8:34:57,21:57:47,3,3.74,3852,11992.42,1,3.12,
1/23/2025 8:35:57,21:58:48,3,3.74,3854,11998.67,2,6.24,
1/23/2025 8:36:58,21:59:48,3,3.74,3864,12029.98,10,31.31,
1/23/2025 8:37:58,22:0:49,3,3.74,3875,12064.44,11,34.46,
1/23/2025 8:38:58,22:1:49,3,3.74,3885,12095.71,10,31.27,
1/23/2025 8:39:58,22:2:49,3,3.74,3895,12127.04,10,31.33,
1/23/2025 8:40:59,22:3:49,3,3.73,3906,12161.16,11,34.12,
1/23/2025 8:41:58,22:4:49,3,3.74,3917,12195.46,11,34.30,
1/23/2025 8:42:58,22:5:49,3,3.75,3927,12226.88,10,31.42,
1/23/2025 8:43:58,22:6:49,3,3.74,3937,12258.06,10,31.18,
1/23/2025 8:44:59,22:7:49,3,3.74,3946,12286.22,9,28.16,
1/23/2025 8:45:59,22:8:50,3,3.75,3956,12317.41,10,31.19,
1/23/2025 8:46:59,22:9:50,3,3.74,3966,12348.66,10,31.25,
1/23/2025 8:48:01,22:10:51,3,3.74,3974,12373.61,8,24.95,
1/23/2025 8:49:00,22:11:51,3,3.74,3984,12404.81,10,31.19,
1/23/2025 8:50:00,22:12:51,3,3.74,3990,12423.66,6,18.85,
1/23/2025 8:51:00,22:13:51,3,3.73,3999,12451.74,9,28.08,
1/23/2025 8:52:00,22:14:51,3,3.74,4010,12486.14,11,34.40,
1/23/2025 8:53:00,22:15:51,3,3.74,4020,12517.33,10,31.18,
1/23/2025 8:54:01,22:16:51,3,3.74,4027,12539.16,7,21.83,
1/23/2025 8:55:00,22:17:51,3,3.74,4033,12557.87,6,18.72,
1/23/2025 8:56:00,22:18:51,3,3.73,4035,12564.11,2,6.24,
1/23/2025 8:57:02,22:19:52,3,3.74,4041,12582.90,6,18.78,
1/23/2025 8:58:01,22:20:52,3,3.74,4043,12589.14,2,6.24,
1/23/2025 8:59:01,22:21:52,3,3.74,4046,12598.50,3,9.36,
1/23/2025 9:00:02,22:22:52,3,3.73,4055,12626.61,9,28.11,
